tweet_id,tweet_created_at,tweet_raw,tweet_retweet_count,tweet_favorite_count,Search_keyword,Date
1361643961169944580,2021-02-16 11:49:53,b'With them finally admitting they were behind the book finding freedom.there is no doubt they will be trying to hurt the royal family again with this interview.especially william and kate. https://t.co/xt2xmfEI9W',0,0,Royal,2021-02-16 11:52
1361643943809724416,2021-02-16 11:49:48,"b""@inihelene I'm sick of people like Piers Morgan making me feel sympathy for a Royal \xf0\x9f\xa4\xa2""",0,0,Royal,2021-02-16 11:52
1361643929339367424,2021-02-16 11:49:45,b'Looking to improve your approach to academic writing? Email Royal Literary Fund Fellow @lizzienunnery via lizzie.nunnery@rlfeducation.org.uk to book a one-to-one writing tutorials and get expert advice. https://t.co/M289Guzgxe',0,0,Royal,2021-02-16 11:52
1361643927812595712,2021-02-16 11:49:45,b'&amp; Royal done woke her crazy tail self up',0,0,Royal,2021-02-16 11:52
1361643923735797764,2021-02-16 11:49:44,b'Do better man @rainSouthAfrica',1,1,Royal,2021-02-16 11:52
1361643920493604871,2021-02-16 11:49:43,b'Very sad news https://t.co/pff8Mff4Io',0,0,Royal,2021-02-16 11:52
1361643910892838917,2021-02-16 11:49:41,"b'[Service adjustment] \xf0\x9f\x9a\x8c\xe2\x9d\x84 Due to difficult road conditions, Ridgewood hill and Camilien-Houde way on the mount Royal are closed. Bus line #stm11 Parc-du-Mont-Royal/Ridgewood is rerouted onto \xc3\x89douard-Montpetit and C\xc3\xb4te Sainte-Catherine. https://t.co/fwjGCINA0O'",0,0,Royal,2021-02-16 11:52
1361643889866674176,2021-02-16 11:49:36,b'@joyybrn Aaahhh finally with royal babyyy &lt;333 i love this\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97',0,0,Royal,2021-02-16 11:52
1361643883894108164,2021-02-16 11:49:34,b'@royal_suitor Long for and assured your followers would happen. They can\xe2\x80\x99t figure out how Meghan keeps winning and it\xe2\x80\x99s killing them. They were told she\xe2\x80\x99s this horrible difficult mean woman (despite all evidence to the contrary) and chose to believe it.',0,1,Royal,2021-02-16 11:52
1361643878797959168,2021-02-16 11:49:33,"b'New Aircraft working RAF Cranwell ATC is ""BKH87"" ZM307 [Grob Prefect T.1] of Royal Air Force of United Kingdom at 4310ft AMSL\n\n{EGXWinfoGroup Robot} https://t.co/Wqw1Xu5Znr'",0,0,Royal,2021-02-16 11:52
1361643864793079809,2021-02-16 11:49:30,"b""y'all mute me bc im currently crying about how much i love aditi , im crying over how beautiful she is , how royal she is , look at her , she looks like a painting , she's art \xf0\x9f\xa5\xba\xf0\x9f\x98\xa9 &lt;3 https://t.co/OkEbMcZao6""",0,3,Royal,2021-02-16 11:52
1361643864524783620,2021-02-16 11:49:30,"b'New Aircraft working RAF Cranwell ATC is ""CWL65"" ZM312 [Grob Prefect T.1] of Royal Air Force of United Kingdom at 1009ft AMSL\n\n{EGXWinfoGroup Robot} https://t.co/mMaHBguYXG'",0,0,Royal,2021-02-16 11:52
1361643858807959557,2021-02-16 11:49:28,b'@greg_curious @AndyEMorrison @NicolaSturgeon @theSNP YES on paper it was a Good Buy as it made The Royal Bank of Scotland the Largest Bank in the World!\nBut it was Evil Tory Gordoom Broon that Knighted the Evil Tory Chairman of the RBS - Fact!',0,0,Royal,2021-02-16 11:52
1361643854500401152,2021-02-16 11:49:27,b'Royal Liver Buildings Night Picture https://t.co/t5rCACcnfy',0,4,Royal,2021-02-16 11:52
1361643818253234178,2021-02-16 11:49:19,b'@Ces_gurl Did you read the original tweet? About split from royal duties. More to discuss than media v M&amp;H \xf0\x9f\x99\x84',0,0,Royal,2021-02-16 11:52
1361643802113445895,2021-02-16 11:49:15,b'Royal https://t.co/b5MvxQaBAe',0,0,Royal,2021-02-16 11:52
1361643790985912321,2021-02-16 11:49:12,b'@JordonLee If they have never held a Royal title - they would have been nobodies - Diana was working as a Nanny before she met Prince Charles- get your facts right',0,0,Royal,2021-02-16 11:52
1361643775102046211,2021-02-16 11:49:08,b'@AranyaVaasi @drmonika_langeh @narendramodi Churchill also was the head of the Royal Navy',0,0,Royal,2021-02-16 11:52
1361643758857633793,2021-02-16 11:49:04,b'They also pick and choose what to research. The myth that nobody in the royal family had to deal with tabloid crap besides Meghan Markle. Lolll \xf0\x9f\x99\x84 https://t.co/E4L99ynlh1',0,0,Royal,2021-02-16 11:52
1361643744605466626,2021-02-16 11:49:01,"b""Bc it's totally unnecessary. I'd kick you out tbh https://t.co/TxAffeBHJx""",0,0,Royal,2021-02-16 11:52
1361643743452024833,2021-02-16 11:49:01,b'@SocialM85897394 Unfortunately dragging the royal family down with her.',0,0,Royal,2021-02-16 11:52
1361643711990554628,2021-02-16 11:48:53,b'A simple yet stylish way to add a #toilet to your #bathroom with hidden cistern. No need to pay for a builder to dig into your walls nor you have to cope without bathroom for days. Simply buy #Turin Back to Wall toilet unit &amp; enjoy an ultra-modern toilet with easier fixing \xe2\x9c\xa8 https://t.co/csrfd8tbU8',0,0,Royal,2021-02-16 11:52
1361643703849209856,2021-02-16 11:48:51,b'4:47am The Ground Below (feat. Royal Blood) [Royal Jewels Mix] by Run The Jewels from (Single)',0,0,Royal,2021-02-16 11:52
1361643686912753664,2021-02-16 11:48:47,b'@LBC @mrjamesob Can someone let me know when @mrjamesob has stopped talking about the royal family... Will happily tune back in... Zzz....',0,0,Royal,2021-02-16 11:52
1361643686635966470,2021-02-16 11:48:47,"b'@cryingagainsoz It\xe2\x80\x99s not necessarily about the new royal baby, obviously they had to mention about that. I just think that someone who wants to keep their life private doesn\xe2\x80\x99t go and do a 90 minute tell all interview with one of the biggest hosts in the world \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'",0,0,Royal,2021-02-16 11:52
1361643684203225090,2021-02-16 11:48:47,b'@Kaz04953604 @googlenews Prince Harry isn\xe2\x80\x99t fighting to stay a royal. It\xe2\x80\x99s brought him nothing but grief.',0,0,Royal,2021-02-16 11:52
1361643669644787715,2021-02-16 11:48:43,"b""As part of @mastercardindia's new online series - Priceless India - created by @LiveHIndia, MasterCard cardholders have exclusive access to tour the Opera House with Curator @asadlalljee: https://t.co/WCyuzT6GHb""",0,1,Royal,2021-02-16 11:52
1361643668604669953,2021-02-16 11:48:43,b'For all the abuse Harry and Meghan are getting. Wouldn\xe2\x80\x99t it be great if he just said to Oprah. Me uncles a nonce can yea blame me for legging it. Just end the royal family right there and then. #Oprah #HarryandMeghan #MeghanMarkle #PrinceHarry',0,1,Royal,2021-02-16 11:52
1361643630906122242,2021-02-16 11:48:34,"b""in this AU, The Price is missing. so the tied to the deity's and the mortals are growing thinner. The champions of that ream is either been killed or is missing, so they have to find a new one with out the aid of the price. And just the general Royal pressure shenanigan's https://t.co/iwVDfG6nFm""",0,0,Royal,2021-02-16 11:52
1361643596567482371,2021-02-16 11:48:26,"b""@RoyalMailHelp Website is buggy, cannot buy postage on any PC web browser, APP nor Android browser due to having messages like this even after refreshing\n\nSomething went wrong, please try refreshing your page.\nError reference: 25b2da97\n\nC'mon Royal Mail 'sort' it out please.""",0,1,Royal,2021-02-16 11:52
1361643557849882624,2021-02-16 11:48:16,b'@IzhaarAalam @rizwanfarogh7 @irfanrayeen_786 @Krishna667456 @MohdAsifKK3 @Rayeen_786 @mrjishanali @arshkazii @786moins @786INDIAN1 @mdshahavaj @TariqRQ_INC @Rabia_Shah12 @_Royal_king_786 Fb bro',0,0,Royal,2021-02-16 11:52
1361643543140438020,2021-02-16 11:48:13,b'Vase KPM Royal handmade 60s Made in Germany by GermanVintage4You https://t.co/MSJFircTtq via https://t.co/ANZRCeIglK',0,0,Royal,2021-02-16 11:52
1361643540946718721,2021-02-16 11:48:12,b'@MarJennings rocking it royal',0,0,Royal,2021-02-16 11:52
1361643539206205441,2021-02-16 11:48:12,b'Prince Harry and Meghan Markle \xc3\xa2\xc2\x80\xc2\x98to be stripped of remaining royal patronages\xc3\xa2\xc2\x80\xc2\x99 ahead of \xe2\x80\x9cTell-All\xe2\x80\x99 with Oprah\xc2\xa0Winfrey https://t.co/l6KaDfWvtM',0,0,Royal,2021-02-16 11:52
1361643535695417350,2021-02-16 11:48:11,b'Royal https://t.co/qHbfPwwTWK',0,0,Royal,2021-02-16 11:52
1361643534164635651,2021-02-16 11:48:11,"b""Prince Andrew doesn't do any royal duties and he is still the duke of york with all the TAX funded money but somehow u r ok with him having it both ways but not the race trator and his uppity black wife right https://t.co/fOxrRPFqQi""",0,3,Royal,2021-02-16 11:52
1361643493597175808,2021-02-16 11:48:01,"b'red, white, and royal blue book 2 when \xf0\x9f\x98\xa9'",0,0,Royal,2021-02-16 11:52
1361643468372721665,2021-02-16 11:47:55,"b'@lizziecundy You should ask your friend Piers. He\xe2\x80\x99d only met Meghan once for 1hr and was expecting an invite to her wedding.\nAlso not all people invited to royal weddings are very close friends. Perhaps ask Will &amp; Kate if they\xe2\x80\x99d ever met Guy Ritchie, when they invited him to their wedding.'",0,0,Royal,2021-02-16 11:52
1361643460491698182,2021-02-16 11:47:53,"b""The Duchess of Sussex has agreed to sit down in the US with the TV host Oprah Winfrey in what could be an explosive and revealing interview about Meghan and Harry's departure from the Royal Family. #Sedgemoor""",0,0,Royal,2021-02-16 11:52
1361643415360860162,2021-02-16 11:47:42,b'IPL 2021 Auction: Players Royal Challengers Bangalore Could Bid For \nhttps://t.co/j6PMHVVf8r... https://t.co/aFPE9DIl4n',0,0,Royal,2021-02-16 11:52
1361643406238380036,2021-02-16 11:47:40,b'Not including the fact that the royal family usually make more than they cost. \n\nThe royal family cost 1.24 per person (which is higher than usual) \n\nThe SNP spin doctors. All 46 of them cost us around 95p each \n\nYet people only have a problem with the royals',0,0,Royal,2021-02-16 11:52
1361643402983575555,2021-02-16 11:47:40,"b'@tyriq_23 Happy Birthday my Love I pray for many more, health and success I love you sm \xe2\x9d\xa4\xef\xb8\x8f https://t.co/r9g4FanHym'",0,0,Royal,2021-02-16 11:52
1361643363640958978,2021-02-16 11:47:30,b'@SajidHu30873735 @rizwanfarogh7 @_Royal_king_786 @irfanrayeen_786 @Krishna667456 @MohdAsifKK3 @IzhaarAalam @Rayeen_786 @mrjishanali @arshkazii @786moins @786INDIAN1 @mdshahavaj @TariqRQ_INC @Rabia_Shah12 Fb bro',0,0,Royal,2021-02-16 11:52
1361643338089304064,2021-02-16 11:47:24,"b""i dont associate 2be privately or professionally INVOLVED OR AQUAINTED WIV JELOUS DESPERATE PREDATORS IN INDIAN LO ROYAL AREA OR ITALIAN AMERICANS FROM BOLLYWOOD + i don't agree to be and i don't support THEIR EXEMPT TRANSGENDER WIV FAKE I.D WHO WANT TO FEEL popular ON our lifes!""",0,0,Royal,2021-02-16 11:52
1361643333097988106,2021-02-16 11:47:23,b'Royal Reply! \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x86 @nishadvjoshi https://t.co/OXbvzuk2kb',0,3,Royal,2021-02-16 11:52
1361643318904553475,2021-02-16 11:47:19,"b'@DanASaur20 @MinooOsborne @Gerry_C1977 @piersmorgan You might want to know the definition of privacy is first, then re read their statement they first put out. Also let\xe2\x80\x99s not pretend Harry was a royal who followed royal protocol and enjoyed being senior royal. https://t.co/nSoM2qotLb'",0,0,Royal,2021-02-16 11:52
1361643286453174272,2021-02-16 11:47:12,b'@renickyy it was mine too... until Royal Mail randomly changed my order to redeliver \xf0\x9f\xa5\xba\xf0\x9f\x92\x94',0,1,Royal,2021-02-16 11:52
1361643276164608002,2021-02-16 11:47:09,"b""I genuinely don't understand why so many people are offended by Harry and Meghan. There have been so many scandals in the Royal family and as far as I know, these two are just happily married and minding their own business.""",0,0,Royal,2021-02-16 11:52
1361643271076864001,2021-02-16 11:47:08,"b""@StaggaSays Absolutely. There's hardly a mop of pseudo-journalists like bo Piers talking about how vile that royal is, it's always Megan this and that. That other royal is hiding firmly behind the veil of white male privilege.""",0,0,Royal,2021-02-16 11:52
1361643265083195394,2021-02-16 11:47:07,"b""Israeli archaeologists find 'Biblical royal purple dye' https://t.co/ggp6QXMlGH""",0,0,Royal,2021-02-16 11:52
1361643265066373127,2021-02-16 11:47:07,"b""India is the only country where it's government celebrates and honors it's own invaders and no one in the country gives a damn about it \nMight as well gift a shawl to the queen and royal family for ruthlessly sucking our resources and labor for 200 years\nhttps://t.co/jTZkdnGlsQ""",0,0,Royal,2021-02-16 11:52
1361643262054907909,2021-02-16 11:47:06,"b'@Fredfish0770 @uk_dianne @Queen_UK It\xe2\x80\x99s not hate. She bought into the whole magic Royal wedding thing, but ran when she realised that privilege comes service and responsibility. It\xe2\x80\x99s not everyone\xe2\x80\x99s cup of tea, it is tough, but she\xe2\x80\x99s an American actress who craves the limelight and is me me me..'",0,0,Royal,2021-02-16 11:52
1361643260536619013,2021-02-16 11:47:06,b'Come on Royal Mail what\xe2\x80\x99s the point of printing beautiful and interesting stamps when you vandalise them like this?? @RoyalMailStamps https://t.co/osHuQv3d7y',0,0,Royal,2021-02-16 11:52
1361643255792861184,2021-02-16 11:47:04,b'Here we are\n#ROYAL WAFER (BANANA FLAVOUR) https://t.co/OaR4EZnkfT https://t.co/YNzFGbgObo',0,1,Royal,2021-02-16 11:52
1361643249132318725,2021-02-16 11:47:03,"b""@mehekworld @ayeshahazarika It's the force feeding of Royal nonsense from the media that I object to. I have zero interest in the Sussex's.""",0,0,Royal,2021-02-16 11:52
1361643246905151490,2021-02-16 11:47:02,b'@nimbus_nought It\xe2\x80\x99s a sitewide thing for sure. Maybe they are not aware of it. I have plans Royal Mail! \xf0\x9f\x98\x91\xf0\x9f\x98\xa4',0,0,Royal,2021-02-16 11:52
1361643241842565121,2021-02-16 11:47:01,b'@Royal_Watcher_ The Scots call them drop scones',0,0,Royal,2021-02-16 11:52
1361643215435268098,2021-02-16 11:46:55,"b'@itvnews @chrisshipitv I don\xe2\x80\x99t know why the Royal  family are far more superior than this pair of deserters. I wonder if it\xe2\x80\x99s going to be a repeat of \xe2\x80\x9c well there were three in this marriage, so it was a little bit crowded \xe2\x80\x9c and the fluttering eyelashes'",0,1,Royal,2021-02-16 11:52
1361643192148451329,2021-02-16 11:46:49,b'I hope that Harry &amp; Megan really stick the Knife into the English Totally Dysfunctional Royal Family!  Somebody has to get Revenge For Diana!',0,0,Royal,2021-02-16 11:52
1361643189820682243,2021-02-16 11:46:49,"b'@Eeemmaross At the time under the Unlawful Wars Criminal, Anthony Blair\'s \'Regime\'. In which mass murderer Augusto Pinochet\'s given \'Royal Status\'. The Swiss Minister for Justice. Said, ""Britain\'s a haven for criminals"". &amp; \'Royal\' paedophles.'",0,0,Royal,2021-02-16 11:52
1361643175958499328,2021-02-16 11:46:45,b'@Nyshuma1 @Royal_KinGz Bitrue',0,0,Royal,2021-02-16 11:52
1361643149328871425,2021-02-16 11:46:39,"b'The Royal Palace is apparently furious that Harry and Meghan are to appear on Oprah. Which is strange. @adamramsay argued last year, the House of Windsor is built on the tabloid media: https://t.co/avcEx7JXhP'",3,3,Royal,2021-02-16 11:52
1361643120522240002,2021-02-16 11:46:32,b'#LeeJinWook in The Three Musketeers (tvN / 2014) - Crown Prince Sohyeon\n\n#KwonNara in Royal Secret Agent (KBS2 / 2020-2021) - Hong Da-In\n\nHopefully both in #Bulgasal / #TheImmortal (tvN 2021) https://t.co/bbgzAfZLBR',0,0,Royal,2021-02-16 11:52
1361643107117367300,2021-02-16 11:46:29,b'@Marpoe i\xe2\x80\x99m still sad i lost my royal blue 1s :/',0,0,Royal,2021-02-16 11:52
1361643106995699713,2021-02-16 11:46:29,"b'@chrisshipitv Watching you on GMB: What did the Royal family, do to Meghan? Why are you mentioning ""crisis""? ""IF they\'re honest"" Um, contradictions, ""GO BACK TO AMERICA"" NOW ""No good can come from a interview"" ""the Queen worried""""At the palace, heads in hand"" It\'s disheartening!'",0,0,Royal,2021-02-16 11:52
1361643104558669826,2021-02-16 11:46:28,b'Really want to draw royal au kluc but dont have time...',0,2,Royal,2021-02-16 11:52
1361643088645619715,2021-02-16 11:46:25,"b'3 sets of three sisters of royal and aristocratic women in 3 different eras \xe2\x9c\xa8 (little thread) \n\n1. Queen Alexandra of the UK, Empress Maria Fedorovna of Russia and Thyra, Crown Princess of Hannover and were all born Princesses of Denmark https://t.co/qEHrUGvKsH'",0,5,Royal,2021-02-16 11:52
1361643082572132355,2021-02-16 11:46:23,"b'@chrisshipitv @valentinelow Chris, how many times did Oprah need to have met Megan before she could sit at that position for the Royal wedding?'",0,0,Royal,2021-02-16 11:52
1361643050104020992,2021-02-16 11:46:15,b'@BBCWorld uk condemned all aritrocity happened by royal families around the world include Thailand.then they turn around and praising their qeen and prince!!!.never ever seen these stupid guys!!!',0,0,Royal,2021-02-16 11:52
1361643045922480131,2021-02-16 11:46:14,"b'@LBC @mrjamesob There is no easy answer to meghan, but a combination of racism and nationalism. How dare they turn their backs on the royal family and England. Anyone not rejecting the flag is the enemy.'",0,1,Royal,2021-02-16 11:52
1361643029157851137,2021-02-16 11:46:10,"b'Royal Mail are either Royal Liars, Royal Teefs or both and today I\xe2\x80\x99m planning to find out which one.'",3,12,Royal,2021-02-16 11:52
1361643009541099521,2021-02-16 11:46:06,"b""@DailyMailUK They already quit all royal duties, eejits.\n\nYou're never going to forget that you lost, are you? \xf0\x9f\x98\x81""",0,0,Royal,2021-02-16 11:52
1361643009419464717,2021-02-16 11:46:06,"b'@evitime @LBC @mrjamesob I would say the \xe2\x80\x98duty\xe2\x80\x99 is representing your country. Like signing up to the army or being a medic, politician etc. It\xe2\x80\x99s a job. The couple are entitled to their privacy, but you cannot have it all, the level of sacrifice being born into the royal family is enormous.'",0,0,Royal,2021-02-16 11:52
1361643000053460996,2021-02-16 11:46:03,b'Fire Emperor/King of Blaze: no\nRoyal Fire: yes',0,0,Royal,2021-02-16 11:52
1361642984362680323,2021-02-16 11:46:00,"b""Queen 'not punishing' Harry and Meghan as monarch desperate to 'avoid embarrassment'  https://t.co/exNvAFRScY https://t.co/EmPe8dpNR4""",0,4,Royal,2021-02-16 11:52
1361642981090988034,2021-02-16 11:45:59,b'Just posted a photo @ Grand Union Canal - Park Royal https://t.co/xCEQPqvdkr',0,0,Royal,2021-02-16 11:52
1361642963789611010,2021-02-16 11:45:55,b'@Vaibhjosh2018 and who developed Royal palms? The name of the person!!!',0,0,Royal,2021-02-16 11:52
1361642962342580229,2021-02-16 11:45:54,"b'@charlottefossie It wasn\xe2\x80\x99t a slow news day yesterday- it was all about the royal baby, then replaced by the Oprah news in the evening'",0,0,Royal,2021-02-16 11:52
1361642941018746885,2021-02-16 11:45:49,"b""@haty1984 Catholic Church is full of peados that have been doing it for centuries. Also a certain member of the Royal Family has been accussed hasn't he.""",0,0,Royal,2021-02-16 11:52
1361642905102929927,2021-02-16 11:45:41,b'I live in a country where people are more happy to accept a nonce than a royal marrying a person of colour and I-.........',0,0,Royal,2021-02-16 11:52
1361642901869068288,2021-02-16 11:45:40,"b""@SoraFGC @YokaiGalaxy @BigDadiBlank That's not very poggers as the cool kids would say \n\nKnow what doesn't do that? Persona 5 royal""",0,0,Royal,2021-02-16 11:52
1361642863554039810,2021-02-16 11:45:31,b'@irfanrayeen_786 @_Royal_king_786 @RajeshBilung03 @Krishna667456 @kiya_samanta @TariqRQ_INC @Rayeen_786 @soqd786 @GeetaTribal @Rajiv_Dhuliya @common0786 @AjruddinSidique @IamMukund1126 @Rajendr06505108 Follow me \n\xf0\x9f\x92\xaf fb \n\xf0\x9f\x91\x87\n@SajidHu30873735',0,0,Royal,2021-02-16 11:52
1361642861238878208,2021-02-16 11:45:30,"b""@DecathlonUKCS I am unable to download the return label for the Royal mail. I have cut and paste and even used the Royal mail retailer label app however your company wasn't listed on their. Please can you email me the return label for Royal mail.""",0,0,Royal,2021-02-16 11:52
1361642840435159043,2021-02-16 11:45:25,"b'Last Sunday prince Harry and his wife Meghan announced they are expecting a baby. Nowadays a royal pregnancy is shared all over social media, but how was this news spread in Tudor times? Read here:  https://t.co/alUd4WJ7ef'",0,0,Royal,2021-02-16 11:52
1361642826409201668,2021-02-16 11:45:22,"b'@Royal_KinGz @Cointelegraph That\xe2\x80\x99s not even the full story, hear the full story here https://t.co/GlT1O9RGtG'",0,0,Royal,2021-02-16 11:52
1361642789059051522,2021-02-16 11:45:13,b'ROYAL JAKE from Belgium has released a new video/single called \xe2\x80\x98Perpetration\xe2\x80\x99 https://t.co/Feq5wqpjEm',0,0,Royal,2021-02-16 11:52
1361642788631240704,2021-02-16 11:45:13,b'@Royal_Watcher_ Lithuania: Blynai or Lietiniai (it depends on the type of the pancake',0,0,Royal,2021-02-16 11:52
1361642770172157957,2021-02-16 11:45:09,"b'Did you know: Dunluce Castle is reputed to be the inspiration behind the royal castle of Cair Paravel in CS Lewis\xe2\x80\x99s Chronicles of Narnia #FillYourHeartWithIreland\n\n\xf0\x9f\x93\x8d Dunluce Castle, County Antrim\n\n\xf0\x9f\x93\xb8 MT @nigelcleggphoto https://t.co/6R5a11aCaM'",2,10,Royal,2021-02-16 11:52
1361642758474235907,2021-02-16 11:45:06,b'@David__Osland Must not do Royal Mint joke. Must not do Royal Mint joke. Must not do Royal Mint joke.',0,1,Royal,2021-02-16 11:52
1361642737519497219,2021-02-16 11:45:01,b'@AlfredSplenger royal navy carriers when hit by kamikaze strikes https://t.co/kxO7fpI7Wh',0,1,Royal,2021-02-16 11:52
1361642698592186374,2021-02-16 11:44:52,"b""@ARISEtv She Didn't Leave Royal Duties, They Stepped Down From Being Senior Royals. Meghan is Still The Patron Of The #TheMayhew""",0,0,Royal,2021-02-16 11:52
1361642677251543044,2021-02-16 11:44:47,"b'Some jagoff almost backed into my new truck, in the Royal Farms parking lot.\n\nThen, gets mad at me, when I laid on the horn.'",0,0,Royal,2021-02-16 11:52
1361642667612995591,2021-02-16 11:44:44,b'Do you think the palace sources and courtiers \xe2\x80\x9cleaking\xe2\x80\x9d info do so on their own free will? Take a step back and you\xe2\x80\x99ll see that loose lipped staff only dish the dirt on Harry and Meghan - no other royal. It\xe2\x80\x99s not as simple as show me evidence- they do nothing but explain https://t.co/hPNBVURUsG',0,0,Royal,2021-02-16 11:52
1361642650475053059,2021-02-16 11:44:40,b'My heart goes out to the professional soccers players at Royal AM FC',1,1,Royal,2021-02-16 11:52
1361642638496194560,2021-02-16 11:44:37,b'@RichieBrave People have been receiving a lot of scams pretending to be Royal Mail so make sure it\xe2\x80\x99s not a scam xx',0,0,Royal,2021-02-16 11:52
1361642628396113921,2021-02-16 11:44:35,"b""@toryboypierce So is this British Royal Family account anti Royals now?  I'm confused.""",0,0,Royal,2021-02-16 11:52
1361642624222859266,2021-02-16 11:44:34,b'@rizwanfarogh7 @_Royal_king_786 @irfanrayeen_786 @Krishna667456 @MohdAsifKK3 @IzhaarAalam @Rayeen_786 @mrjishanali @arshkazii @786moins @786INDIAN1 @mdshahavaj @TariqRQ_INC @Rabia_Shah12 @GudduSheikh19 Follow me \n\xf0\x9f\x92\xaf fb\n\xf0\x9f\x91\x87\n @SajidHu30873735',0,1,Royal,2021-02-16 11:52
1361642618745200647,2021-02-16 11:44:33,b'The one day I wake up early to do parcels and postage Royal Mail rob me and not give me my labels \xf0\x9f\x98\xa9',0,0,Royal,2021-02-16 11:52
1361642609375137794,2021-02-16 11:44:30,b'@WriterJenLavoie red white and royal blue :)',0,0,Royal,2021-02-16 11:52
1361642588642496513,2021-02-16 11:44:25,"b'sometimes when I have nothing else to think about, I ask myself what my worries are at the moment! Then I induldge. @GurpriyaSidhu'",0,0,Royal,2021-02-16 11:52
1361642552911409153,2021-02-16 11:44:17,b'POLL: Should Meghan Markle and Harry lose ALL titles and patronages due to Oprah row?\n\nYes immediately. \n https://t.co/zpcVMqYmcN',1,0,Royal,2021-02-16 11:52
1361642548759040000,2021-02-16 11:44:16,"b""Harry Hewitt has now become a sideshow. RM Corps need an honorary leading Royal as it's figurehead, not a puppet run by his wife's ambition. https://t.co/Zk6PEl6sub""",0,0,Royal,2021-02-16 11:52
1361642531260366850,2021-02-16 11:44:12,"b'Hold on...\n\nAll the public criticism and bashing from Piers Morgan towards Meghan Markle... \n\nAnd they started as friends, went out for a drink. Meg then finds love with a Royal, and Piers then starts his cynical attitude towards her?\n\nHe\xe2\x80\x99s THAT guy? https://t.co/9zctNbj3u7'",0,1,Royal,2021-02-16 11:52
1361642513359130627,2021-02-16 11:44:07,b'@cutetaeful Good morning lovely have a good day \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c',0,0,Royal,2021-02-16 11:52
1361642507487088640,2021-02-16 11:44:06,"b'The Royal College of Emergency Medicine said many people anxious about their health have ""no alternative"" but to turn to A&amp;E for treatment, and added that pressures on emergency departments should not fall on the public\n\nhttps://t.co/T8GQjgVODZ'",0,0,Royal,2021-02-16 11:52
